,Doctor's Name,speciality
7926,"Dr. Adjoa Duker, MD, MPH",Family Physician
7927,"Dr. Howard Rose, MD",Orthopedic Surgeon
7928,"Dr. Justin Tsai, MD",Foot & Ankle Specialist
7929,"Dr. David Spinner, DO",Physiatrist
7930,"Dr. David Spinner, DO",Physiatrist
7931,"Dr. Junior Omar Gabriel, DPM",Podiatrist
7932,"Dr. Steven Sheskier, MD",Foot & Ankle Specialist
7933,"Dr. Paul Cagle, MD",Shoulder & Elbow Surgeon
7934,"Dr. Jose Colon, MD",Pain Management Specialist
7935,"Dr. Nicholas Wessling, MD",Foot & Ankle Specialist
7936,"Dr. Niral Patel, DPM, AACFAS",Podiatrist
7937,"Dr. David Spinner, DO",Physiatrist
7938,"Dr. Johnny Arnouk, MD",Orthopedic Surgeon
7939,"Dr. Johnny Arnouk, MD",Orthopedic Surgeon
7940,"Dr. Menachem Mandell, MD",Radiologist
7941,"Dr. Sameh Elguizaoui, MD",Orthopedic Surgeon
7942,"Dr. Marina Gafanovich, MD",Internist
7943,"Dr. Nicholas Wessling, MD",Foot & Ankle Specialist
7944,"Dr. Zobidatte Moussa, MD",Internist
7945,"Dr. Sorelis Jimenez, DPM",Podiatrist
7946,"Dr. Adam Resnikoff, DPM",Podiatrist
7947,"Dr. Brandon Erickson, MD",Orthopedic Surgeon
7948,"Dr. Hima Patel, DPM",Podiatrist
7949,"Dr. Lloyd Klausner, DMD",Oral Surgeon
7950,"Dr. Daniel Seigerman, MD",Hand Surgeon
7951,"Dr. Yoonchan Paul Han, DDS",Oral Surgeon
7952,"Dr. Shawn Anthony, MD",Orthopedic Surgeon
7953,"Dr. Faith Chang, MD",Urgent Care Specialist
7954,"Dr. Shawn Anthony, MD",Orthopedic Surgeon
7955,"Dr. Adam Cohen, MD",Orthopedic Surgeon
7956,"Dr. Neal Mesnick, MD",Physiatrist
7957,"Dr. Louise-Nicole Moulin, MD","Ear, Nose & Throat Doctor"
7958,"Dr. Amyn Lakhani, DPM",Podiatrist
7959,"Dr. Robert Zarabi, DDS",Oral Surgeon
7960,"Dr. Jonathan Gordon, MD",Orthopedic Surgeon
7961,"Dr. Paul M. Brisson, MD",Spine Specialist
7962,"Dr. Herbert Abbott, DPM",Podiatrist
7963,"Dr. Christopher Chow, DPM",Podiatrist
7964,"Dr. Brandon Erickson, MD",Orthopedic Surgeon
7965,"Dr. Steve Abraham, DPM",Podiatrist
7966,"Dr. Adam Resnikoff, DPM",Podiatrist
7967,"Dr. Shirin Peters, MD",Internist
7968,"Dr. Elias Tzanides, MD",Internist
7969,"Dr. Richard Loninger, DPM",Podiatrist
7970,"Dr. Jennifer Zocca, MD",Pain Management Specialist
7971,"Dr. Benjamin Rosenstadt, MD",Orthopedic Surgeon
7972,"Dr. Neelima Tangirala, MD",Internist
7973,"Dr. Eric Berkowitz, MD",Radiologist
7974,"Dr. Daniela Lipovic, DO",Urgent Care Specialist
7975,"Dr. Howard Rose, MD",Orthopedic Surgeon
7976,"Dr. Lada Galilova, DO",Primary Care Doctor
7977,"Dr. Sabrina Strickland, MD",Orthopedic Surgeon
7978,"Dr. Shawn Anthony, MD",Orthopedic Surgeon
7979,"Dr. Aruna Seneviratne, MD",Orthopedic Surgeon
7980,"Dr. Jennifer Zocca, MD",Pain Management Specialist
7981,"Dr. Ryan Minara, DPM",Podiatrist
7982,"Dr. Neil S. Roth, MD",Orthopedic Surgeon
7983,"Dr. Christina Jones, MD",Family Physician
7984,"Dr. William li, MD",Urgent Care Specialist
7985,"Dr. Jason Deutsch, MD",Urgent Care Specialist
7986,"Dr. Stanley Liebowitz, MD",Orthopedic Surgeon
7987,"Dr. William li, MD",Urgent Care Specialist
7988,"Dr. Kathryn Alcarez, DO",Internist
7989,"Dr. Aakruti Bhalja, DPM",Podiatrist
7990,"Dr. Scott Rothenberg, DDS, MD",Oral Surgeon
7991,"Dr. Neil S. Roth, MD",Orthopedic Surgeon
7992,"Dr. Matthew Clark, DDS, MD",Oral Surgeon
7993,"Dr. Orit Beitner, MD",OB-GYN
7994,"Dr. Jason Deutsch, MD",Urgent Care Specialist
7995,"Dr. Winston Wong, DPM",Podiatrist
7996,"Dr. Mario Voloshin, DPM",Podiatrist
7997,"Dr. Aruna Panini, MD",Urgent Care Specialist
7998,"Dr. Edward Adler, MD",Hip and Knee Surgeon
7999,"Richard Sarmiento, MS, PT",Physical Therapist
8000,"Dr. Razvan Andrei (Andrew) Pavelescu, DPM",Podiatrist
8001,"Dr. Meghan Bishop, MD",Orthopedic Surgeon
8002,"Dr. Steve Abraham, DPM",Podiatrist
8003,"Dr. Adejoke Babalola, DPM, FACFAOM",Podiatrist
8004,"Dr. Jonathan Richards, DPM",Podiatrist
8005,"Dr. Priya Chokshi, MD",Rheumatologist
8006,"Dr. Jay Adlersberg, MD",Rheumatologist
8007,"Dr. Waseem Mir, MD",Rheumatologist
8008,"Dr. Olivia Ghaw, MD",Rheumatologist
8009,"Dr. Aleksey Lazarev, MD",Orthopedic Surgeon
8010,"Dr. Jeffrey Yormak, MD, FAAOS",Orthopedic Surgeon
8011,"Dr. Ariel Teitel, MD",Rheumatologist
8012,"Dr. Imran Ashraf, MD",Orthopedic Surgeon
8013,"Dr. William Mandell, MD",Infectious Disease Specialist
8014,"Dr. Mark Mohrmann, MD",Pediatric Orthopedic Surgeon
8015,"Dr. Andrew Farber, DO",Hand Surgeon
8016,"Susannah Kerwin, NP",Adult Nurse Practitioner
8017,"Dr. Matthew Pabis, MD",Family Physician
8018,"Dora Perez, NP",Nurse Practitioner
8019,"Dr. Alicia Carter, MD",Physiatrist
8020,"Dr. Sheetal Deo, DO",Physiatrist
8021,"Dr. Sean Lager, MD",Orthopedic Surgeon
8022,"Dora Perez, NP",Nurse Practitioner
8023,"Dr. Raphael Lilker, DPM",Podiatrist
8024,"Sarat Vadada, PT",Physical Therapist
8025,"Yehuda Litvintchouk, PT",Physical Therapist
8026,"Dr. Afsaneh Latifi, DPM",Podiatrist
8027,"Dr. Arthur Pinkhasov, MD",Internist
8028,"Dr. Felix Chien, DO",Family Physician
8029,"Dora Perez, NP",Nurse Practitioner
8030,"Foram Patel, DPT, PT",Physical Therapist
8031,"Dr. Syra Hanif, MD",Family Physician
8032,"Zachary Friedenreich, PT, DPT",Physical Therapist
8033,"Georgio Baylouny, PT, DPT, OCS",Physical Therapist
8034,"Dr. John Brummer, DPM",Podiatrist
8035,"Dr. Lada Galilova, DO",Primary Care Doctor
8036,"Dr. Neelima Tangirala, MD",Internist
8037,"Dr. Shirin Peters, MD",Internist
8038,"Dr. Zobidatte Moussa, MD",Internist
8039,"Dr. Faith Chang, MD",Urgent Care Specialist
8040,"Dr. Christina Jones, MD",Family Physician
8041,"Kristen Lettenberger, DPT",Physical Therapist
8042,"Nicole Liquori, DPT",Physical Therapist
8043,"Dr. Ariel Teitel, MD",Rheumatologist
8044,"Dr. Lydia Wu, MD",Family Physician
8045,"Dr. Meghan Bishop, MD",Orthopedic Surgeon
8046,"Dr. Melody Hrubes, MD",Sports Medicine Specialist
8047,"Dr. Daniel Seigerman, MD",Hand Surgeon
8048,"Dr. Felix Chien, DO",Family Physician
8049,"Dr. Andrew Feldman, MD",Orthopedic Surgeon
8050,"Dr. Oladapo M. Babatunde, MD, FAAOS",Orthopedic Surgeon
8051,"Dr. Felix Chien, DO",Family Physician
8052,"Dr. Daniel Seigerman, MD",Hand Surgeon
8053,"Dr. Steven Sheskier, MD",Foot & Ankle Specialist
8054,"Dr. Grigoriy Arutyunyan, MD",Spine Specialist
8055,"Dr. Oryan Baruch, DO",Spine Specialist
8056,"Dr. George Ackerman, MD",Orthopedic Surgeon
8057,"Dr. Gregory Galano, MD",Orthopedic Surgeon
8058,"Dr. George Castro, MD",Pulmonologist
8059,"Dr. Melody Hrubes, MD",Sports Medicine Specialist
8060,"Dr. Paul Cagle, MD",Shoulder & Elbow Surgeon
8061,"Georgio Baylouny, PT, DPT, OCS",Physical Therapist
8062,"Dr. David Spinner, DO",Physiatrist
8063,"Dr. Howard Rose, MD",Orthopedic Surgeon
8064,"Dr. Jessica Au, MD",Physiatrist
8065,"Dr. David Spinner, DO",Physiatrist
8066,"Dr. Amanda Riley, DPM",Podiatrist
8067,"Dr. Scott Silver, MD",Internist
8068,"Dr. Sanaz Lalehparvar, DPM",Podiatrist
8069,"Dr. David Bekhor, MD",Infectious Disease Specialist
8070,"Dr. Amanda Riley, DPM",Podiatrist
8071,"Dr. Ami Patel, MD",Internist
8072,"Dr. Syra Hanif, MD",Family Physician
8073,"Dr. Fred De Lucia, DPM",Foot & Ankle Specialist
8074,"Dr. Michael Scanlon, DPM",Podiatrist
8075,"Dr. Anam Azeem, MD",Pain Management Specialist
8076,"Dr. Tamir Danilov, DPM",Podiatrist
8077,"Dr. Shervin Najafi, MD",Spine Specialist
8078,"Dr. Jonathan Gordon, MD",Orthopedic Surgeon
8079,"Dr. Jonathan Gordon, MD",Orthopedic Surgeon
8080,"Dr. Melissa Chan, MD",Internist
8081,"Dr. Melissa Chan, MD",Internist
8082,"Dr. Jessica Au, MD",Physiatrist
8083,"Dr. Gabrielle Laurenti, DPM",Podiatrist
8084,"Dr. Brandon Erickson, MD",Orthopedic Surgeon
8085,"Dr. Neal Mesnick, MD",Physiatrist
8086,"Dr. Randa Jaafar, MD",Pain Management Specialist
8087,"Dr. John Chuey, MD",Primary Care Doctor
8088,"Dr. Shawn Anthony, MD",Orthopedic Surgeon
8089,"Dr. Adam Cohen, MD",Orthopedic Surgeon
8090,"Dr. Armando Iannicello, MD",Physiatrist
8091,"Dr. Craig Feuerman, MD",Physiatrist
8092,"Dr. Mila Mogilevsky, DO",Physiatrist
8093,"Dr. Shawn Anthony, MD",Orthopedic Surgeon
8094,"Dr. Adam Cohen, MD",Orthopedic Surgeon
8095,"Dr. Nelya Lobkova, DPM, CKTP",Podiatrist
8096,"Stefanie Ammiano, NP",Nurse Practitioner
8097,"Dr. Mindy Satsky, MD",Primary Care Doctor
8098,"Dr. Kamilla Danilova, DPM",Podiatrist
8099,"Danielle Weis, DPT, OCS, PT",Physical Therapist
8100,"Dr. Mindy Satsky, MD",Primary Care Doctor
8101,"Dr. Dennis Shavelson, DPM",Podiatrist
8102,"Dr. Diana Nassar, MD",Family Physician
8103,"Dr. Febin Melepura, MD",Pain Management Specialist
8104,"Dr. Diana Nassar, MD",Family Physician
8105,"Dr. Jared Dropkin, DO",Family Physician
8106,"Dr. Jonathan Gordon, MD",Orthopedic Surgeon
8107,"Dr. Rajivan Maniam, MD",Pain Management Specialist
8108,"Dr. Cathy Carron, MD",Internist
8109,"Stefanie Ammiano, NP",Nurse Practitioner
8110,"Dr. Shanna Levine, MD",Primary Care Doctor
8111,"Dr. John Adams, MD",Primary Care Doctor
8112,"Dr. Ami Patel, MD",Internist
8113,"Dr. Julia Altmann, MD",Physiatrist
8114,"Dr. Rajiv Agashiwala, DO",Family Physician
8115,"Dr. Ramon Pesigan, MD",Sports Medicine Specialist
8116,"Dr. Vito La Puma, DPM",Podiatrist
8117,"Dr. George Hanna, MD",Pain Management Specialist
8118,"Dr. Andrew Fallis, MD",Primary Care Doctor
8119,"Dr. John Adams, MD",Primary Care Doctor
8120,"Dr. Matthew Pabis, MD",Family Physician
8121,"Dr. Marcella Allen, MD",Primary Care Doctor
8122,"Dr. Gregory Montalbano, MD",Orthopedic Surgeon
8123,"Dr. Mona Ramani, DPM",Podiatrist
8124,"Dr. Andrew Fallis, MD",Primary Care Doctor
8125,"Dr. Edward Adler, MD",Hip and Knee Surgeon
8126,"Dr. Lee Coleman Hinnant, MD",Family Physician
8127,"Dr. John Chuey, MD",Primary Care Doctor
8128,"Dr. Rajiv Agashiwala, DO",Family Physician
8129,"Dr. Yulya Timashpolsky, MD",Internist
8130,"Dr. Mona Ramani, DPM",Podiatrist
8131,"Dr. Shital Sharma, DPM",Podiatrist
8132,"Nicholas Langelotti, DPT, OCS",Physical Therapist
8133,"Dr. Edwin Perez, MD",Pain Management Specialist
8134,"Dr. Jasmine Catalano, DPM, MS",Podiatrist
8135,"Dr. Jasmine Catalano, DPM, MS",Podiatrist
8136,"Dr. Vu Nguyen, DPM",Podiatrist
8137,"Dr. Marcella Allen, MD",Primary Care Doctor
8138,"Dr. Douglas Weiner, DPM",Podiatrist
8139,"Dr. Douglas Weiner, DPM",Podiatrist
8140,"Dr. Benjamin Rosenstadt, MD",Orthopedic Surgeon
8141,"Dr. Jennifer Zocca, MD",Pain Management Specialist
8142,"Dr. Randa Jaafar, MD",Pain Management Specialist
8143,"Dr. Thomas Azzolini, DPM",Podiatrist
8144,"Zachary Friedenreich, PT, DPT",Physical Therapist
8145,"Dr. Miguel Cunha, DPM",Podiatrist
8146,"Dr. Michael Hausman, MD",Hand Surgeon
8147,"Dr. Jared Dropkin, DO",Family Physician
8148,"Dr. John Brummer, DPM",Podiatrist
8149,"Dr. Michael Bronson, MD, FACS",Hip and Knee Surgeon
8150,"Dr. Yekaterina Narodetskaya, DPM",Podiatrist
8151,"Lauren Falcone, NP",Adult Nurse Practitioner
8152,"Dr. Raj Raval, MD",Physiatrist
8153,"Dr. Meghan Bishop, MD",Orthopedic Surgeon
8154,"Dr. Sooji Kim, DPM",Podiatrist
8155,"Dr. Afsaneh Latifi, DPM",Podiatrist
8156,"Dr. Robert J. Bos, MD",Internist
8157,"Dr. Miguel Cunha, DPM",Podiatrist
8158,"Dr. Doron Katz, MD",Primary Care Doctor
8159,"Nicholas Langelotti, DPT, OCS",Physical Therapist
8160,"Dr. Ann Glassman, MD",Family Physician
8161,"Dr. Vito La Puma, DPM",Podiatrist
8162,"Dr. Keith Uleis, MD",Primary Care Doctor
8163,"Dr. Keith Uleis, MD",Primary Care Doctor
8164,"Dr. Natan Schleider, MD",Addiction Specialist
8165,"Dr. Natan Schleider, MD",Addiction Specialist
8166,"Paul Ochoa, DPT, OCS, PT",Physical Therapist
8167,"Dr. Douglas Bailyn, MD",Internist
8168,"Dr. Ari Lerner, MD",Pain Management Specialist
8169,"Dr. John Debello, DPM",Podiatrist
8170,"Monique Dupree, PT, DPT, OCS",Physical Therapist
8171,"Juan Olanday, PT",Physical Therapist
8172,"Dr. John Ventrudo, MD",Physiatrist
8173,"Dr. Vu Nguyen, DPM",Podiatrist
8174,"Paul Ochoa, DPT, OCS, PT",Physical Therapist
8175,"Foram Patel, DPT, PT",Physical Therapist
8176,"Dr. Freddie Verzosa, MD",Family Physician
8177,"Sheldon Nakashima, PT, OCS, DPT",Physical Therapist
8178,"Jimmy (Jong-il) Jo, DPT, OCS",Physical Therapist
8179,"Dr. Rina Mehta, MD",Family Physician
8180,"Dr. Elizabeth Choi, DO",Family Physician
8181,"Dr. Neha Pathak, DPM",Podiatrist
8182,"Dr. Michael Aziz, MD",Internist
8183,"Dr. Laurie Rice, MD",Primary Care Doctor
8184,"Dr. Marc Moser, DPM",Podiatrist
8185,"Dr. Ramesh Sawhney, MD",Anesthesiologist
8186,"Dr. Faith Chang, MD",Urgent Care Specialist
8187,"Kathleen Esler, DPT, PT",Physical Therapist
8188,"Prashant Latpate, PT",Physical Therapist
8189,"Dr. Adejoke Babalola, DPM, FACFAOM",Podiatrist
8190,"Dr. Laurie Rice, MD",Primary Care Doctor
8191,"Andy Pakter, DPT",Physical Therapist
8192,"Dr. Ryan Minara, DPM",Podiatrist
8193,"Dr. Yaacov Weiss, MD",Internist
8194,"Jimmy (Jong-il) Jo, DPT, OCS",Physical Therapist
8195,"Dr. Ewa Koziorynska, MD",Sleep Medicine Specialist
8196,"Dr. Klaus-Dieter Lessnau, MD",Sleep Medicine Specialist
8197,"Dr. Gregory Tsai, MD",Sleep Medicine Specialist
8198,"Dr. Ewa Koziorynska, MD",Sleep Medicine Specialist
8199,"Dr. Jordan Stern, MD",Sleep Medicine Specialist
8200,"Philip Glickman, PsyD",Psychologist
8201,"Dr. Jordan Stern, MD",Sleep Medicine Specialist
8202,"Dr. Elena Bruck, MD",Psychiatrist
8203,"Lawrence Birnbach, PhD",Psychologist
8204,"Avishay Adri, NP",Adult Psychiatric & Mental Health Nurse Practitioner
8205,"Dr. Jacob Leivent, MD",Psychiatrist
8206,"John Menaker, PhD",Psychologist
8207,"Dr. Phoebus Jim Dhrymes, MD",Psychiatrist
8208,"Dr. Susan Fiester, MD",Psychiatrist
8209,"Sarah Delaney, NP",Adult Psychiatric & Mental Health Nurse Practitioner
8210,"Brittany Croley, LCAT",Psychotherapist
8211,"Dr. William Gilson, MD",Psychiatrist
8212,"Susan Plunket, PhD",Psychologist
8213,"Alison Cunningham-Goldberg, LCAT",Psychotherapist
8214,"Alison Cunningham-Goldberg, LCAT",Psychotherapist
8215,"Heather Lortie, LCSW",Psychotherapist
8216,"Dr. Gordon Jay Strauss, MD",Psychiatrist
8217,"Dr. Gordon Jay Strauss, MD",Psychiatrist
8218,"Dr. Nivea Calico, MD",Psychiatrist
8219,"Dr. Nicholas Wisnoski, MD",Psychiatrist
8220,"Dr. Sudhir Gadh, MD",Psychiatrist
8221,"Deborah Barbiere, LAc, MSTOM, PsyD",Psychologist
8222,"Linda Grad, PhD",Psychologist
8223,"Dr. Klaus-Dieter Lessnau, MD",Sleep Medicine Specialist
8224,"Heidi Kling, PhD",Psychologist
8225,"Suhadee (Su) Henriquez, LCSW",Psychotherapist
8226,"Melissa Kresch, PhD",Psychologist
8227,"Dana Moriarty, PhD",Psychologist
8228,"Dr. Gordon Jay Strauss, MD",Psychiatrist
8229,"Cassandra Seltman, LCSW",Psychotherapist
8230,"Molly Bates, LCSW",Psychotherapist
8231,"Dr. Nicholas Wisnoski, MD",Psychiatrist
8232,"Dr. Cameron Mahle, MD",Psychiatrist
8233,"Dr. Nivea Calico, MD",Psychiatrist
8234,"Dr. Ziv Cohen, MD",Psychiatrist
8235,"Dr. Daniel Goodman, MD",Psychiatrist
8236,"Dr. Anthony Lujack, MD, JD, MS",Psychiatrist
8237,"Amelia Aldao, PhD",Psychologist
8238,"Amelia Aldao, PhD",Psychologist
8239,"Jaclyn Shlisky, PsyD",Psychologist
8240,"Dr. Norman Lee, MD",Psychiatrist
8241,"Yasmine Alwan, LCSW, MA",Psychotherapist
8242,"Dr. Gary R. Brendel, MD",Psychiatrist
8243,"Dr. Goksin Ozkarahan, MD",Psychiatrist
8244,"David London, PhD",Psychologist
8245,"Dr. Jamey Levy, MD",Psychiatrist
8246,"Nicole Gonzalez, LMSW",Psychotherapist
8247,"Dr. Ziv Cohen, MD",Psychiatrist
8248,"Christina Hollingsworth, NP",Family Psychiatric & Mental Health Nurse Practitioner
8249,"Chloe Carmichael, PhD",Psychologist
8250,"Amy Zimet, PhD",Psychologist
8251,"Tehela Nimroody, PhD",Psychologist
8252,"Dr. Zorica Filipovic-Jewell, MD",Psychiatrist
8253,"Marcos Quinones, LCSW",Psychotherapist
8254,"Clara Fajardo, PsyD",Psychologist
8255,"Louis Cianni, LCSW",Psychotherapist
8256,"Leonard Citron, LMHC",Psychotherapist
8257,"Dr. Konstantin Nikiforov, MD",Psychiatrist
8258,"Dr. Konstantin Nikiforov, MD",Psychiatrist
8259,"Dr. Brian Buggie, MD",Psychiatrist
8260,"Dr. Brian Buggie, MD",Psychiatrist
8261,"Dr. Michael Colin, MD",Psychiatrist
8262,"Dr. Edward Fruitman, MD",Psychiatrist
8263,"Dr. Laura Baur, MD",Psychiatrist
8264,"Monica Marangon, LMHC",Psychotherapist
8265,"Dr. Roxanna Namavar, DO",Psychiatrist
8266,"Jody Ripplinger, LMHC",Psychotherapist
8267,"Dr. Howard Welsh, MD",Psychiatrist
8268,"James Pollock, PhD",Psychologist
8269,"Alyson Curtis, LMHC",Psychotherapist
8270,"Rachel Moheban, LCSW",Psychotherapist
8271,"Lisa Elhyani, LCSW",Psychotherapist
8272,"Stephen Hirsch, LMSW",Psychotherapist
8273,"Dr. Robert Steinmuller, MD",Psychiatrist
8274,"Dr. Elena Bruck, MD",Psychiatrist
8275,"John Kaplan, LMHC",Psychotherapist
8276,"Mia Ruth, LMHC",Psychotherapist
8277,"Dr. Constance Mennella, DO",Psychiatrist
8278,"Mark Lazarus, PhD",Psychologist
8279,"Dr. Nicole Naggar, MD",Psychiatrist
8280,"Becky Paulits, LCSW-R",Psychotherapist
8281,"Dr. Pablo Sanchez-Barranco, MD",Psychiatrist
8282,"Vanessa Li, PhD",Psychologist
8283,"Molly Bates, LCSW",Psychotherapist
8284,"Dr. Klaus-Dieter Lessnau, MD",Sleep Medicine Specialist
8285,"Nellie (Kornelia) Harari, PhD",Psychologist
8286,"Jae Seung Cha, PsyD",Psychologist
8287,"Dr. Eric Yarbrough, MD",Psychiatrist
8288,"John Ferrera, PhD",Psychologist
8289,"Dr. Yihou (Mike) Zhou, MD",Psychiatrist
8290,"Nathaniel Cilley, LMHC",Psychotherapist
8291,"Kristie Tse, LMHC",Psychotherapist
8292,"Dr. Kshamta Joshi, MD",Psychiatrist
8293,"Dr. Ruchi Shah, MD",Psychiatrist
8294,"Dr. Christine Fitzpatrick, MD",Neurologist
8295,"Dr. Michael Tanzer, MD",Psychiatrist
8296,"Rob McMillan, PhD",Psychologist
8297,"Joseph Sacks, LCSW",Psychotherapist
8298,"Dr. Julia Samton, MD",Psychiatrist
8299,"Dr. Daniel Rosen, MD",Psychiatrist
8300,"Sari Kaplan, PhD",Psychologist
8301,"Dr. Michael Carciente, MD",Neurologist
8302,"Dr. Cynthia Harden, MD",Neurologist
8303,"Gregory Petronzi, PhD",Psychologist
8304,"Dr. Stephen Coleman, MD, LAc",Psychiatrist
8305,"George Kingsley, PhD",Psychologist
8306,"Dr. Lily Eng, DDS",Dentist
8307,"Dr. Adam Raff, MD",Psychiatrist
8308,"Tara Emrani, PhD",Psychologist
8309,"Brian Iacoviello, PhD",Psychologist
8310,"Jodi Taub, LCSW",Psychotherapist
8311,"Werner Achatz, PhD",Psychologist
8312,"Dr. David Latov, MD",Psychiatrist
8313,"Azat Oganesian, LCSW",Psychotherapist
8314,"Mark Sammons, PhD",Psychologist
8315,"Dr. Samuel Basch, MD",Psychiatrist
8316,"Darcy Lockman, PhD",Psychologist
8317,"Jessica Rose, LMHC",Psychotherapist
8318,"Joyce Nathan, PhD",Psychologist
8319,"David B. Alexander, LP",Psychotherapist
8320,"Dr. Devi Konar, DDS",Dentist
8321,"Dr. Abby Altman, MD",Psychiatrist
8322,"Yoav Cohen, PhD",Psychologist
8323,"Dr. Artem Kaplan, MD, PhD",Clinical Neurophysiologist
8324,"Alicia Daniels, LMHC",Psychotherapist
8325,"Travis Tanner, LCSW",Psychotherapist
8326,"Dr. Alina Lane, DDS",Dentist
8327,"Amber Weiss, LMHC",Psychotherapist
8328,"David Fazzari, PhD",Psychologist
8329,"Eva Kantor, PhD",Psychologist
8330,"Cindy Kasovitz Sichel, LCSW",Psychotherapist
8331,"Dr. Margarita Mikhaylova, DO",Clinical Neurophysiologist
8332,"Julia Yacoob, PhD",Psychologist
8333,"Ryan Rifkin, NP",Family Psychiatric & Mental Health Nurse Practitioner
8334,"Mark Sichel, LCSW",Psychotherapist
8335,"Dr. Seth Mandel, MD",Psychiatrist
8336,"Michael Braverman, LCSW-R",Psychotherapist
8337,"Maria Napoli, LMHC",Psychotherapist
8338,"Nancy Auster, LCSW",Psychotherapist
8339,"Sandra Paz, PsyD",Psychologist
8340,"Dr. Richard Brent, MD",Psychiatrist
8341,"Nancy Auster, LCSW",Psychotherapist
8342,"Dr. Artem Kaplan, MD, PhD",Clinical Neurophysiologist
8343,"Dr. Michael Hutchinson, MD, PhD",Neurologist
8344,"Tracy Sidesinger, PsyD",Psychologist
8345,"Alan Oxman, LCSW",Psychotherapist
8346,"Timothy Hughes, MA, PsyD",Psychologist
8347,"Dr. Risa Ravitz, MD",Neurologist
8348,"Dr. Artem Kaplan, MD, PhD",Clinical Neurophysiologist
8349,"Henri-Lee Stalk, PhD",Psychotherapist
8350,"Anat Ben-Zvi, PhD",Psychologist
8351,"Melissa Melkumov, PsyD",Psychologist
8352,"Charles Rosen, LCSW",Psychotherapist
8353,"Neil Altman, PhD",Psychologist
8354,"Dr. Matthew Pabis, MD",Family Physician
8355,"Isabel Garcia, LCAT, MPH",Psychotherapist
8356,"Margaret (Maggie) Robbins, LP",Psychotherapist
8357,"Saidah Chambers, PhD",Psychologist
8358,"Dr. Wonnie Rhieu, DDS, MS",Dentist
8359,"Dr. Neil Rosenthal, MD",Neurologist
8360,"Jeannette Stern, LCSW",Psychotherapist
8361,"Dr. Alexander Shalman, DDS",Dentist
8362,"Kamran Fallahpour, PhD",Psychologist
8363,"John Pasagiannis, PhD",Psychologist
8364,"Dr. Wynatte Chu, DDS",Dentist
8365,"Erica Silberstein, PsyD",Psychologist
8366,"Monica Marangon, LMHC",Psychotherapist
8367,"Dr. Lydia Wu, MD",Family Physician
8368,"Dr. Allison Lee, MD",Psychiatrist
8369,"Dr. Debra Shabas, MD",Neurologist
8370,"Alan Oxman, LCSW",Psychotherapist
8371,"Cynthia LaForte, LMSW",Psychotherapist
8372,"Dr. Sylvia Mohen, MD",Neurologist
8373,"Julie Kolzet, PhD",Psychologist
8374,"Rosa Lee Emerson, PhD",Psychologist
8375,"Jonathan Belford, PsyD",Psychologist
8376,"Anat Ben-Zvi, PhD",Psychologist
8377,"Elizabeth Grayson Stadler, LCSW",Psychotherapist
