id,Name,Location,Pincode,Category,Total beds ICU,Total beds normal,Total beds ventilation,Available beds ICU,Available beds normal,Available beds ventilation
4089,Medical Center Of Lewisville,"Lewisville, TX",,Private,143,79,8,139,18,2
4090,Tomball Regional Medical Center,"Tomball, TX",,Proprietary,186,337,43,146,250,22
4091,Plaza Medical Center Of Fort Worth,"Fort Worth, TX",,Proprietary,320,644,64,76,236,12
4092,"Womans Hospital Of Texas,the","Houston, TX",,Proprietary,345,263,56,142,232,42
4093,Medical City Arlington,"Arlington, TX",,Proprietary,429,584,52,161,539,1
4094,Texas Health Huguley Hospital Fort Worth South,"Burleson, TX",,Church,12,244,43,7,136,18
4095,City Hospital At  White Rock,"Dallas, TX",,Proprietary,13,291,37,2,238,18
4096,Memorial Hermann Northeast,"Humble, TX",,Private,164,686,19,144,106,5
4097,University Medical Center,"Lubbock, TX",,Government,96,406,48,10,290,31
4098,Dallas Regional Medical Center,"Mesquite, TX",,Proprietary,463,121,71,27,52,30
4099,University Of Texas Health Science Center At Tyler,"Tyler, TX",,Government,414,671,34,94,261,34
4100,El Campo Memorial Hospital,"El Campo, TX",,Private,120,684,47,76,672,16
4101,Southwest General Hospital,"San Antonio, TX",,Unknown,144,657,28,115,502,26
4102,Lamb Healthcare Center,"Littlefield, TX",,Government,24,236,54,23,7,8
4103,Longview Regional Medical Center,"Longview, TX",,Proprietary,221,360,14,173,173,2
4104,Houston Methodist St John Hospital,"Nassau Bay, TX",,Private,240,110,31,54,100,10
4105,Rio Grande Regional Hospital,"Mcallen, TX",,Proprietary,402,461,52,99,173,47
4106,St David's South Austin Medical Center,"Austin, TX",,Proprietary,77,40,54,44,9,34
4107,Cypress Fairbanks Medical Center,"Houston, TX",,Proprietary,388,207,39,154,67,23
4108,Round Rock Medical Center,"Round Rock, TX",,Proprietary,420,359,21,273,42,8
4109,Methodist Charlton Medical Center,"Dallas, TX",,Private,292,515,12,192,49,1
4110,Baylor Scott And White Medical Center Carrollton,"Carrollton, TX",,Proprietary,88,639,16,30,532,14
4111,Baylor Scott And White Medical Center Lake Pointe,"Rowlett, TX",,Proprietary,417,105,15,72,81,3
4112,Texas Health Presbyterian Hospital Denton,"Denton, TX",,Private,181,559,11,110,152,0
4113,Knox County Hospital,"Knox City, TX",,Government,351,286,46,30,94,12
4114,Palestine Regional Medical Center,"Palestine, TX",,Proprietary,3,101,51,2,69,6
4115,Hamilton General Hospital,"Hamilton, TX",,Government,1,212,37,1,39,33
4116,Covenant Hospital Levelland,"Levelland, TX",,Private,94,154,5,25,26,0
4117,Ut Southwestern University Hospital-zale Lipshy,"Dallas, TX",,Government,420,158,53,186,116,35
4118,Texas Health Presbyterian Hospital Plano,"Plano, TX",,Private,1,433,16,1,207,2
4119,Tops Surgical Specialty Hospital,"Houston, TX",,Unknown,468,317,54,398,30,32
4120,Kingwood Medical Center,"Kingwood, TX",,Proprietary,280,646,62,47,429,39
4121,Texas Health Harris Methodist Hospital Southwest F,"Fort Worth, TX",,Private,300,440,56,250,169,3
4122,Methodist Ambulatory Surgery Hospital Nw,"San Antonio, TX",,Proprietary,499,514,17,26,289,5
4123,"Corpus Christi Medical Center,the","Corpus Christi, TX",,Proprietary,67,454,45,23,369,36
4124,Us Pain & Spine Hospital,"Houston, TX",,Proprietary,342,322,5,79,314,1
4125,Christus St Michael Health System,"Texarkana, TX",,Church,449,528,23,448,13,23
4126,United Memorial Medical Center,"Houston, TX",,Unknown,24,149,72,10,65,19
4127,Texas Orthopedic Hospital,"Houston, TX",,Unknown,35,259,77,28,214,55
4128,Northwest Hills Surgical Hospital,"Austin, TX",,Proprietary,1,355,58,1,351,45
4129,North Austin Medical Center,"Austin, TX",,Proprietary,76,556,15,25,153,0
4130,Houston Methodist Sugarland Hospital,"Sugar Land, TX",,Private,157,416,12,96,198,0
4131,Medical City Las Colinas,"Irving, TX",,Proprietary,293,500,69,108,451,41
4132,Cornerstone Regional Hospital,"Edinburg, TX",,Proprietary,446,650,12,238,385,10
4133,Kell West Regional Hospital,"Wichita Falls, TX",,Proprietary,474,247,70,259,203,59
4134,Christus Spohn Hospital Alice,"Alice, TX",,Private,181,680,2,112,255,0
4135,Surgery Specialty Hospitals Of America Se Houston,"Pasadena, TX",,Proprietary,88,647,17,20,341,9
4136,Ennis Regional Medical Center,"Ennis, TX",,Proprietary,400,61,18,7,24,18
4137,"Physicians Centre,the","Bryan, TX",,Proprietary,387,534,68,92,534,53
4138,Texas Health Presbyterian Hospital Allen,"Allen, TX",,Government,469,592,65,366,148,54
4139,Houston Methodist Willowbrook Hospital,"Houston, TX",,Private,381,92,19,73,33,15
4140,El Paso Specialty Hospital,"El Paso, TX",,Proprietary,68,421,1,19,197,1
4141,Memorial Hermann Katy Hospital,"Katy, TX",,Private,431,129,48,343,71,5
4142,Memorial Hermann Sugar Land Hospital,"Sugar Land, TX",,Private,324,221,72,54,55,48
4143,Baylor Scott And White Heart And Vascular Hospital,"Dallas, TX",,Proprietary,46,415,58,19,100,5
4144,Baylor Medical Center At Frisco,"Frisco, TX",,Proprietary,341,159,29,306,55,6
4145,Harlingen Medical Center,"Harlingen, TX",,Proprietary,451,141,29,438,42,8
4146,South Texas Spine And Surgical Hospital,"San Antonio, TX",,Government,230,292,31,50,234,13
4147,Sugar Land Surgical Hospital Llp,"Sugar Land, TX",,Unknown,86,391,21,4,238,14
4148,St Luke's The Woodlands Hospital,"The Woodlands, TX",,Private,55,618,65,24,445,11
4149,Baylor Scott & White Texas Spine & Joint Hospital,"Tyler, TX",,Unknown,259,470,10,247,70,7
4150,Seton Southwest Hospital,"Austin, TX",,Private,81,85,8,9,67,7
4151,Seton Northwest Hospital,"Austin, TX",,Private,187,264,42,145,114,11
4152,Doctors Hospital At Renaissance,"Edinburg, TX",,Unknown,408,462,20,107,448,6
4153,Arise Austin Medical Center,"Austin, TX",,Unknown,374,239,71,193,51,9
4154,Usmd Hospital At Arlington L P,"Arlington, TX",,Unknown,52,515,48,15,55,20
4155,Baylor Surgical Hospital At Las Colinas,"Irving, TX",,Proprietary,360,125,20,281,65,2
4156,Quail Creek Surgical Hospital,"Amarillo, TX",,Proprietary,30,643,57,13,56,37
4157,Lubbock Heart Hospital Lp,"Lubbock, TX",,Proprietary,297,651,35,128,71,18
4158,Foundation Surgical Hospital Of El Paso,"El Paso, TX",,Proprietary,129,509,45,122,44,11
4159,Baylor Surgical Hospital At Fort Worth,"Fort Worth, TX",,Private,42,158,76,2,0,35
4160,Baylor Medical Center At Trophy Club,"Trophy Club, TX",,Proprietary,203,226,29,75,130,4
4161,Baylor Scott &  White Medical Center - Centennial,"Frisco, TX",,Unknown,431,544,65,32,454,28
4162,Texas Health Harris Methodist Hospital Southlake,"Southlake, TX",,Government,55,312,31,12,216,16
4163,Texas Institute For Surgery At Presbyterian Hospit,"Dallas, TX",,Proprietary,63,660,40,59,571,39
4164,Baylor Regional Medical Center At Plano,"Plano, TX",,Unknown,359,154,72,320,129,67
4165,Texas Health Center For Diagnostics & Surgery Plan,"Plano, TX",,Proprietary,264,536,47,255,20,30
4166,The Heart Hospital Baylor Denton,"Denton, TX",,Unknown,71,689,54,69,361,20
4167,Pine Creek Medical Center Llp,"Dallas, TX",,Proprietary,72,645,29,60,224,12
4168,Parmer County Community Hospital,"Friona, TX",,Private,127,454,56,89,454,10
4169,Reagan Memorial Hospital,"Big Lake, TX",,Government,63,398,74,42,157,62
4170,Limestone Medical Center,"Groesbeck, TX",,Government,103,237,74,76,121,6
4171,Schleicher County Medical Center,"Eldorado, TX",,Proprietary,202,303,11,195,208,8
4172,Burleson St Joseph Health Center,"Caldwell, TX",,Church,84,84,48,44,61,1
4173,Kimble Hospital,"Junction, TX",,Government,435,389,35,377,338,7
4174,Iraan General Hospital,"Iraan, TX",,Government,135,218,42,99,141,10
4175,Yoakum County Hospital,"Denver City, TX",,Government,197,587,52,112,417,7
4176,Mccamey Hospital,"Mccamey, TX",,Government,335,269,43,239,49,33
4177,Ballinger Memorial Hospital,"Ballinger, TX",,Government,364,485,26,362,165,1
4178,Sweeny Community Hospital,"Sweeny, TX",,Government,58,119,65,7,3,31
4179,Rice Medical Center,"Eagle Lake, TX",,Proprietary,321,583,6,74,162,2
4180,Fisher County Hospital District,"Rotan, TX",,Government,45,505,38,44,366,29
4181,Winkler County Memorial Hospital,"Kermit, TX",,Government,340,474,33,232,270,28
4182,North Runnels Hospital,"Winters, TX",,Government,418,93,21,308,90,0
4183,Madison St Joseph Health Center,"Madisonville, TX",,Church,429,114,28,189,29,11
4184,Refugio County Memorial Hospital,"Refugio, TX",,Government,107,558,51,19,90,27
4185,Stonewall Memorial Hospital,"Aspermont, TX",,Government,301,195,64,76,67,48
4186,Christus Mother Frances Hospital- Jacksonville,"Jacksonville, TX",,Private,124,330,39,113,312,8
4187,Bayside Community Hospital,"Anahuac, TX",,Government,97,186,61,4,117,0
4188,Grimes St Joseph Health Center,"Navasota, TX",,Private,197,103,44,31,39,44
4189,Rollins Brook Community Hospital,"Lampasas, TX",,Church,166,580,25,162,349,7
4190,Lillian M Hudspeth Memorial Hospital,"Sonora, TX",,Government,185,54,31,152,31,30
4191,Concho County Hospital,"Eden, TX",,Government,42,565,40,25,94,28
4192,Chillicothe Hospital District,"Chillicothe, TX",,Government,485,406,17,130,398,3
4193,Riceland Medical Center,"Winnie, TX",,Proprietary,315,644,50,150,493,3
4194,Rankin Hospital Medical Clinic,"Rankin, TX",,Government,330,248,13,306,60,5
4195,Medina Regional Hospital,"Hondo, TX",,Government,66,119,12,61,99,7
4196,Coon Memorial Hospital,"Dalhart, TX",,Government,299,387,54,232,176,0
4197,Palacios Community Medical Center,"Palacios, TX",,Private,317,447,32,137,72,30
4198,Martin County Hospital District,"Stanton, TX",,Government,341,244,11,130,232,11
4199,Parkview Hospital,"Wheeler, TX",,Government,33,612,25,21,79,2
4200,Muenster Memorial Hospital,"Muenster, TX",,Government,312,684,3,14,512,1
4201,W J Mangold Memorial Hospital,"Lockney, TX",,Government,296,97,31,21,93,28
4202,Culberson Hospital,"Van Horn, TX",,Proprietary,122,652,56,4,327,39
4203,Throckmorton County Memorial Hospital,"Throckmorton, TX",,Government,365,390,66,34,222,30
4204,Shamrock General Hospital,"Shamrock, TX",,Government,364,469,71,226,249,42
4205,Haskell Memorial Hospital,"Haskell, TX",,Government,148,218,56,19,133,4
4206,Mitchell County Hospital District,"Colorado City, TX",,Government,333,495,35,157,95,12
4207,Electra Memorial Hospital,"Electra, TX",,Government,342,44,50,298,6,24
4208,Hansford County Hospital,"Spearman, TX",,Government,141,699,56,3,359,45
4209,Crosbyton Clinic Hospital,"Crosbyton, TX",,Private,138,685,45,97,159,36
4210,Yoakum Community Hospital,"Yoakum, TX",,Private,461,336,45,352,97,29
4211,Coleman County Medical Center Company,"Coleman, TX",,Government,420,432,39,231,38,8
4212,Heart Of Texas Memorial Hospital,"Brady, TX",,Private,106,57,26,13,44,26
4213,Swisher Memorial Hospital,"Tulia, TX",,Private,261,435,36,101,79,8
4214,Plains Memorial Hospital,"Dimmitt, TX",,Government,305,507,61,254,91,35
4215,Lynn County Hospital District,"Tahoka, TX",,Government,349,660,73,19,441,53
4216,Hardeman County Memorial Hospital,"Quanah, TX",,Government,25,424,61,8,347,56
4217,Crane County Hospital District,"Crane, TX",,Government,353,648,65,176,117,53
4218,Hamilton Hospital,"Olney, TX",,Government,22,236,55,19,127,11
4219,Collingsworth General Hospital,"Wellington, TX",,Proprietary,452,292,43,148,138,21
4220,Memorial Medical Center,"Port Lavaca, TX",,Government,348,219,4,320,115,0
4221,Little River Healthcare,"Rockdale, TX",,Proprietary,363,40,5,127,24,0
4222,Memorial Hospital,"Seminole, TX",,Government,36,202,21,29,141,4
4223,Ochiltree General Hospital,"Perryton, TX",,Government,227,506,20,215,369,14
4224,Chi St Lukes Health Memorial San Augustine,"San Augustine, TX",,Private,95,253,32,68,45,27
4225,Sabine County Hospital,"Hemphill, TX",,Proprietary,112,391,76,33,307,40
4226,Clay County Memorial Hospital,"Henrietta, TX",,Government,490,139,59,462,91,26
4227,Jackson Healthcare Center,"Edna, TX",,Government,26,500,23,14,26,13
4228,Otto Kaiser Memorial Hospital,"Kenedy, TX",,Government,3,544,70,3,426,64
4229,Seton Highland Lakes,"Burnet, TX",,Private,71,145,73,49,52,21
4230,Cochran Memorial Hospital,"Morton, TX",,Government,209,496,9,28,72,2
4231,Ut Health East Texas Pittsburg Hospital,"Pittsburg, TX",,Unknown,45,422,4,32,103,3
4232,Golden Plains Community Hospital,"Borger, TX",,Proprietary,320,217,57,153,156,11
4233,Tmc- Bonham Hospital,"Bonham, TX",,Government,344,561,9,327,367,9
4234,Seton Edgar B Davis Hospital,"Luling, TX",,Private,68,338,40,8,199,15
4235,Muleshoe Area Medical Center,"Muleshoe, TX",,Proprietary,474,335,60,421,281,17
4236,Ward Memorial Hospital,"Monahans, TX",,Government,110,649,36,62,646,3
4237,Baylor Scott & White Medical Center -taylor,"Taylor, TX",,Private,257,152,3,213,74,2
4238,Liberty Dayton Regional Medical Center,"Liberty, TX",,Government,67,558,42,24,21,11
4239,Lavaca Medical Center,"Hallettsville, TX",,Government,322,661,49,72,287,48
4240,Reeves County Hospital District,"Pecos, TX",,Government,289,247,51,27,208,22
4241,Big Bend Regional Medical Center,"Alpine, TX",,Proprietary,157,682,68,28,666,39
4242,Coryell Memorial Healthcare System,"Gatesville, TX",,Government,41,313,65,1,53,5
4243,Ut Health East Texas Quitman Hospital,"Quitman, TX",,Private,326,577,41,92,101,19
4244,Christus Mother Frances Hospital- Winnsboro,"Winnsboro, TX",,Private,269,637,40,212,17,35
4245,Comanche County Medical Center,"Comanche, TX",,Private,337,386,16,117,292,4
4246,Cogdell Memorial Hospital,"Snyder, TX",,Government,86,339,39,44,64,18
4247,Goodall Witcher Hospital,"Clifton, TX",,Government,28,407,63,28,330,50
4248,Memorial Hospital,"Dumas, TX",,Government,13,633,10,1,300,5
4249,Uvalde Memorial Hospital,"Uvalde, TX",,Government,26,262,35,24,145,5
4250,Pecos County Memorial Hospital,"Fort Stockton, TX",,Government,344,533,77,7,352,32
4251,Dimmit Regional Hospital,"Carrizo Springs, TX",,Unknown,330,477,26,85,54,12
4252,Frio Regional Hospital,"Pearsall, TX",,Private,500,399,52,127,127,19
4253,Cook Childrens Medical Center,"Fort Worth, TX",,Private,349,241,16,125,159,13
4254,Driscoll Childrens Hospital,"Corpus Christi, TX",,Private,435,219,51,43,20,27
4255,Childrens Medical Ctr Of Dallas,"Dallas, TX",,Private,330,214,14,4,118,5
4256,Texas Childrens Hosp,"Houston, TX",,Private,302,655,18,281,242,17
4257,Covenant Childrens Hospital,"Lubbock, TX",,Private,190,231,14,152,48,6
4258,Our Childrens House,"Allen, TX",,Church,285,216,45,262,177,19
4259,Healthbridge Childrens's Hospital Of Houston,"Houston, TX",,Proprietary,92,538,42,87,494,7
4260,Dell Children's Medical Center Of Central Texas,"Austin, TX",,Private,400,316,52,330,316,23
4261,Shriners Hospitals For Children,"Galveston, TX",,Private,288,106,59,167,36,26
4262,Shriners Hospitals For Children,"Houston, TX",,Unknown,166,104,76,3,73,2
4263,El Paso Children's Hospital,"El Paso, TX",,Private,252,214,4,15,120,1
4264,Texas Scottish Rite Hospital For Children,"Dallas, TX",,Private,300,340,8,180,258,3
4265,Children's Hospital Of San Antonio,"San Antonio, TX",,Church,287,679,44,147,409,13
4266,Childrens Medical Center Plano,"Plano, TX",,Private,130,149,39,77,61,39
4267,Utah Valley Hospital,"Provo, UT",,Private,430,96,8,226,13,4
4268,Salt Lake Regional Medical Center,"Salt Lake City, UT",,Proprietary,170,521,50,144,340,18
4269,Mckay Dee Hospital,"Ogden, UT",,Private,237,686,73,193,621,23
4270,Ogden Regional Medical Center,"Ogden, UT",,Proprietary,98,328,28,20,215,8
4271,Lds Hospital,"Salt Lake City, UT",,Private,13,352,42,7,290,40
4272,Cedar City Hospital,"Cedar City, UT",,Private,72,473,69,49,376,29
4273,University Of Utah Hospitals And Clinics,"Salt Lake City, UT",,Government,16,692,9,13,587,8
4274,Intermountain Medical Center,"Murray, UT",,Private,261,402,72,98,384,9
4275,Castleview Hospital,"Price, UT",,Proprietary,179,588,27,122,105,0
4276,Mountain View Hospital,"Payson, UT",,Proprietary,406,265,19,396,100,16
4277,Mountain West Medical Center,"Tooele, UT",,Proprietary,457,543,71,429,172,31
4278,Logan Regional Hospital,"Logan, UT",,Private,416,398,12,248,162,0
4279,Brigham City Community Hospital,"Brigham City, UT",,Proprietary,91,82,12,82,54,3
4280,Uintah Basin Medical Center,"Roosevelt, UT",,Unknown,433,533,18,150,46,18
4281,Dixie Regional Medical Center,"St George, UT",,Private,65,232,56,21,100,36
4282,American Fork Hospital,"American Fork, UT",,Private,348,125,36,36,1,3
4283,Sevier Valley Hospital,"Richfield, UT",,Private,303,495,1,135,165,0
4284,Ashley Regional Medical Center,"Vernal, UT",,Proprietary,253,470,62,104,337,48
4285,Bear River Valley Hospital,"Tremonton, UT",,Private,17,241,11,10,77,4
4286,Davis Hospital And Medical Center,"Layton, UT",,Proprietary,42,676,74,11,457,29
4287,Lakeview Hospital,"Bountiful, UT",,Proprietary,323,601,72,65,581,12
4288,Orem Community Hospital,"Orem, UT",,Private,472,526,31,375,304,4
4289,Alta View Hospital,"Sandy, UT",,Private,402,572,62,350,450,32
4290,St Mark's Hospital,"Salt Lake City, UT",,Proprietary,303,336,20,119,224,1
4291,The Orthopedic Specialty Hospital,"Murray, UT",,Private,59,559,65,51,536,8
4292,Jordan Valley Medical Center,"West Jordan, UT",,Unknown,244,436,25,150,338,13
4293,Timpanogos Regional Hospital,"Orem, UT",,Proprietary,224,360,46,56,212,23
4294,Cache Valley  Hospital,"North Logan, UT",,Proprietary,235,518,4,231,35,2
4295,Park City Hospital,"Park City, UT",,Proprietary,453,497,68,103,207,3
4296,Riverton Hospital,"Riverton, UT",,Private,147,657,15,39,223,12
4297,Lone Peak Hospital,"Draper, UT",,Proprietary,112,301,26,43,47,25
4298,Delta Community Hospital,"Delta, UT",,Proprietary,148,514,61,128,290,4
4299,Fillmore Community Hospital,"Fillmore, UT",,Private,218,298,32,77,99,12
4300,Moab Regional Hospital,"Moab, UT",,Private,285,262,68,281,205,33
4301,Sanpete Valley Hospital - Cah,"Mount Pleasant, UT",,Private,459,303,23,110,97,2
4302,Central Valley Medical Center - Cah,"Nephi, UT",,Private,116,606,43,23,24,25
4303,Milford Valley Memorial Hospital,"Milford, UT",,Government,492,562,13,181,348,7
4304,Gunnison Valley Hospital,"Gunnison, UT",,Proprietary,97,162,55,21,3,15
4305,Heber Valley Hospital,"Heber City, UT",,Private,274,387,68,273,241,3
4306,San Juan Hospital,"Monticello, UT",,Government,121,678,24,74,438,1
4307,Kane County Hospital,"Kanab, UT",,Government,114,276,18,99,13,9
4308,Blue Mountain Hospital,"Blanding, UT",,Private,363,72,74,135,38,68
4309,Garfield Memorial Hospital,"Panguitch, UT",,Government,228,158,49,209,89,35
4310,Beaver Valley Hospital,"Beaver, UT",,Government,416,361,58,397,270,31
